Ta,G,V,Tc
31,508,6.6517,41
31,614,7.0992,42
31,617,7.7466,41
31,442,7.644,39
30,391,6.9143,34
30,63,5.4007,32
29,57,6.0355,29
29,366,6.211,33
30,317,4.8389,35
30,276,4.8034,34
29,200,4.6948,32
29,75,4.7239,32
29,31,4.1178,29
28,35,4.0129,28
28,35,3.3365,28
28,12,2.3184,27
27,6,1.5609,26
27,0,1.75,26
27,0,1.7593,25
27,0,1.1481,25
27,0,0.92327,24
27,0,1.4812,24
27,0,1.1743,24
26,0,1.9729,24
26,0,1.8726,23
26,0,1.2656,24
26,0,1.3478,24
26,0,1.6765,23
26,0,1.47,23
26,0,1.8636,23
26,0,1.9248,23
26,0,2.1238,23
26,0,1.3737,23
26,0,1.9826,23
26,0,1.4487,23
26,0,1.1556,23
26,0,1.376,23
26,0,0.74428,22
25,0,1.1628,22
25,0,1.5442,21
25,0,1.6705,21
25,0,1.4014,21
25,0,1.096,21
25,0,1.2649,22
25,0,1.5812,21
25,0,1.383,21
0,0,1.0082,0
24,0,0.41447,21
24,0,0.65198,21
24,0,0.56145,21
24,0,0.92193,20
24,0,1.407,20
24,0,1.4291,20
24,0,1.3029,21
24,0,1.2557,21
24,0,1.3843,21
24,0,0.90243,21
24,0,1.4286,20
24,0,1.0528,20
24,0,0.8251,21
24,0,0.66132,21
24,0,0.8651,21
24,0,1.3794,21
24,0,0.87865,21
24,0,0.81902,21
24,0,0.91175,21
24,0,0.90222,21
24,0,0.9404,21
24,0,0.89913,20
24,0,0.70952,21
24,0,0.65303,21
24,0,0.44758,21
24,0,0.6317,20
23,0,0.62278,20
23,0,0.60293,20
23,0,0.55558,20
23,0,0.82957,19
23,0,0.56693,20
23,0,0.68895,19
23,0,1.0627,19
23,0,1.3274,19
23,0,1.2959,19
23,0,0.6953,19
23,0,0.44617,19
23,0,0.46193,20
23,0,0.63925,19
23,0,0.4832,19
23,0,0.6244,20
23,0,0.50673,20
23,0,0.77315,20
23,0,0.72473,19
23,0,0.94363,19
22,0,1.3737,19
22,0,0.97063,19
22,0,1.1406,19
22,1,1.1238,19
22,9,1.2417,19
23,25,1.7501,20
23,50,1.9299,21
24,83,2.2462,22
25,118,2.0438,24
27,161,1.5125,26
28,205,1.7638,29
29,250,1.7524,30
29,294,1.9584,32
30,338,1.789,33
30,376,2.0829,34
30,426,2.285,36
30,467,2.7234,37
31,511,2.3764,40
31,552,2.4617,42
30,593,2.2629,43
30,629,1.3701,45
30,662,1.3196,46
30,700,1.8853,47
30,734,2.673,47
30,766,1.5739,46
31,797,2.1543,49
32,820,3.491,51
32,854,3.9194,54
32,830,3.8708,58
32,949,4.1592,61
32,665,3.914,58
33,1062,3.4054,60
33,1064,3.6144,64
34,1068,4.9093,64
34,1088,4.8111,60
33,737,5.9546,56
32,791,6.6048,54
32,1002,6.8174,55
32,1011,6.5583,57
33,1007,7.5081,57
33,1009,7.2204,57
33,1013,6.4036,56
33,1018,5.8388,53
33,970,5.8503,51
32,979,6.5937,49
32,963,5.9116,48
32,960,5.2155,48
31,944,5.0032,46
31,940,5.5259,47
32,954,5.5222,49
32,936,5.8439,45
31,933,5.5753,42
32,947,5.6886,48
31,576,3.5775,43
31,703,4.2131,42
31,801,3.5946,44
32,760,4.2312,46
31,399,4.0252,40
31,432,3.619,38
30,199,3.7444,34
26,135,2.685,27
27,71,1.7324,27
27,51,1.0444,26
27,85,0.6394,27
27,115,0.79937,27
27,352,0.80305,29
29,406,0.61823,32
29,232,0.92313,31
28,92,0.8415,28
29,107,1.018,28
29,151,0.93443,29
29,71,0.84168,29
29,53,0.529,27
28,22,1.3726,27
28,2,1.4968,26
27,0,1.3584,26
27,0,1.7663,26
27,0,1.7488,26
27,0,1.9713,25
27,0,1.4753,25
27,0,1.831,24
27,0,1.6254,25
26,0,1.66,25
26,0,1.638,25
26,0,1.1858,25
26,0,1.7376,25
26,0,1.6051,25
26,0,1.7144,25
26,0,1.9729,25
26,0,2.0455,24
26,0,1.7454,24
26,0,1.4264,24
25,0,1.3264,23
25,0,1.1112,23
25,0,1.7626,23
25,0,1.9899,23
25,0,1.8999,23
25,0,2.1298,23
25,0,1.5866,23
25,0,1.5944,22
25,0,1.7531,22
25,0,1.6674,22
24,0,1.0145,22
0,0,1.4304,0
24,0,1.1094,22
24,0,0.99317,22
24,0,1.0057,22
24,0,1.5861,22
24,0,1.2408,21
24,0,1.6687,21
24,0,2.2032,21
24,0,2.037,21
24,0,1.5003,21
24,0,2.3559,21
24,0,1.1717,21
24,0,0.90488,21
24,0,0.8538,21
24,0,0.50425,21
24,0,1.0987,22
24,0,1.0152,22
24,0,0.56437,22
24,0,0.80795,22
24,0,1.1144,21
24,0,0.80753,20
23,0,0.95365,20
23,0,0.73983,20
24,0,1.3528,21
24,0,1.4037,21
24,0,0.7517,20
24,0,1.1123,20
24,0,1.277,21
24,0,1.915,20
0,0,1.8063,0
23,0,2.2138,20
24,0,2.0581,21
24,0,1.9042,20
24,0,1.2532,20
23,0,1.6462,20
23,0,1.7281,20
23,0,1.9564,21
23,0,2.3085,21
23,0,2.3549,21
23,0,1.6071,21
23,0,1.0766,21
23,0,1.6133,21
23,0,1.7639,21
23,0,1.4925,21
23,2,1.8024,21
23,9,1.5385,21
23,29,1.5775,22
24,55,1.0103,22
24,90,1.2556,23
26,129,1.1891,25
26,172,0.96773,26
27,217,0.80133,28
28,263,0.95153,30
29,308,1.1361,32
31,355,1.3712,34
32,400,1.1538,37
33,445,1.3352,39
33,487,1.2151,41
33,527,1.2626,44
32,567,1.7792,46
31,607,1.9881,48
30,642,1.2676,49
30,676,1.5927,51
30,711,2.0763,51
30,743,2.3349,54
30,778,1.9065,54
31,811,1.5523,56
31,872,1.4288,56
31,891,1.1379,58
32,928,1.8994,61
32,964,2.0958,60
32,673,2.2707,55
32,1028,1.3216,55
32,1057,3.6719,62
32,451,5.0916,57
33,658,5.9638,56
33,483,4.8846,54
32,397,4.1061,46
33,1156,4.7939,59
33,1093,4.6445,57
33,272,5.0463,53
32,701,5.6261,47
32,1008,5.5003,46
32,1068,5.5838,52
31,611,5.9298,44
31,230,6.543,42
31,244,5.7471,36
32,1130,5.6113,43
33,1004,6.2907,53
32,933,6.9358,50
32,947,4.0377,50
32,697,3.3424,47
33,679,2.7392,48
31,244,2.517,37
31,296,2.7999,35
31,134,2.8104,34
29,80,2.2862,28
24,93,2.5732,24
26,196,2.2094,26
27,475,2.1681,30
29,168,2.9274,30
29,138,3.5949,28
29,445,3.6076,31
29,242,1.9008,31
29,468,1.2016,38
30,459,0.98462,42
31,381,1.5716,43
30,371,1.6646,40
30,236,1.479,39
30,232,1.4283,35
30,206,1.1804,35
30,79,1.0574,33
29,49,0.86925,31
29,23,0.77225,29
29,15,1.0871,27
28,7,2.027,26
27,0,3.2553,26
27,0,3.4771,25
27,0,2.0712,25
27,0,1.6072,24
26,0,0.96405,24
27,0,0.70078,24
27,0,0.92057,24
27,0,0.97548,25
27,0,1.2108,26
27,0,1.0801,25
27,0,1.5045,25
27,0,2.1963,24
26,0,2.7525,24
26,0,2.0958,23
26,0,1.0486,23
26,0,0.75062,23
26,0,1.469,23
26,0,1.6166,23
26,0,1.0303,24
26,0,0.90633,24
26,0,1.5104,24
26,0,1.4175,23
25,0,1.2279,22
25,0,1.0877,21
24,0,0.95743,21
24,0,1.213,21
24,0,0.98213,21
24,0,1.0311,21
0,0,1.9499,0
25,0,1.7376,22
25,0,1.0048,22
24,0,0.81593,21
24,0,1.0478,21
24,0,1.2939,21
24,0,1.2058,21
24,0,1.1482,21
24,0,1.0625,22
24,0,1.5922,22
24,0,0.73237,21
24,0,0.57488,20
24,0,1.3011,20
23,0,1.0837,20
23,0,0.83983,20
23,0,0.69973,19
23,0,0.96193,19
23,0,0.87223,20
23,0,1.5668,19
23,0,1.1965,19
23,0,0.51318,19
23,0,1.3343,19
23,0,0.74457,19
23,0,1.2688,19
23,0,1.0979,19
23,0,1.3205,20
23,0,1.8257,20
23,0,1.8894,20
22,0,1.4501,19
22,0,1.9962,19
23,0,1.9353,19
23,0,1.8818,19
23,0,2.2116,19
23,0,2.1154,19
23,0,2.334,20
23,0,1.6392,20
23,0,1.2656,21
23,0,1.3156,21
23,0,1.9916,21
23,0,2.0308,21
23,0,1.6392,21
23,0,1.5426,21
23,0,1.002,20
23,0,0.7875,20
23,3,0.98487,20
23,10,1.589,21
23,28,1.9276,21
23,55,2.1552,22
24,90,1.589,23
26,129,1.7046,25
27,171,1.9019,27
29,217,2.0071,29
29,264,2.196,30
29,311,1.9649,31
29,356,1.6956,33
30,402,1.1488,34
31,446,1.1291,36
31,490,1.0826,38
31,534,1.2271,39
30,575,1.2242,40
29,615,1.6488,41
29,642,1.9507,44
29,689,3.0295,46
29,725,1.3711,49
30,750,2.2957,53
30,767,2.219,53
30,850,1.8802,56
31,883,1.9665,57
31,917,2.6158,56
31,978,3.2983,56
31,844,2.7079,58
32,713,3.9231,56
31,968,3.2401,54
32,447,3.9461,56
33,1121,3.5511,62
33,1007,3.456,60
32,848,3.7005,56
31,458,3.6601,50
31,939,3.3557,51
31,962,3.3139,56
31,1029,3.0319,56
31,1022,3.7864,57
31,1017,4.1947,57
32,1008,3.9969,58
31,1003,3.7121,56
31,992,3.9297,56
31,981,3.3777,57
31,964,3.6288,57
31,950,4.1744,57
31,929,3.8188,54
31,914,4.225,52
31,886,3.6412,52
31,863,3.8771,53
31,834,4.3563,52
31,805,4.3244,51
31,776,4.4199,50
31,747,3.871,49
31,712,3.8544,48
31,679,4.2001,47
30,638,3.6701,46
30,594,3.7645,44
30,554,3.5436,43
30,510,3.7631,41
30,473,3.3418,40
30,424,3.2216,40
30,381,3.1186,39
30,345,2.9615,37
30,312,2.4196,37
29,256,1.304,36
29,217,1.4857,34
29,190,1.4822,33
29,176,1.0295,33
29,162,0.5309,33
29,87,1.0972,32
28,31,0.95735,28
26,2,1.1394,24
25,0,1.6998,24
25,0,1.4552,24
25,0,1.3595,24
26,0,1.8564,24
26,0,1.9525,24
25,0,2.5271,24
25,0,1.8317,23
25,0,1.4807,23
25,0,1.1492,23
25,0,1.7094,23
25,0,1.531,22
24,0,1.4096,22
25,0,1.1965,22
24,0,1.6251,21
24,0,1.3056,21
24,0,1.1058,20
24,0,1.3259,20
24,0,1.2517,20
23,0,1.9375,20
24,0,1.5043,20
24,0,1.1202,21
23,0,1.606,20
24,0,1.6392,20
24,0,1.7429,20
24,0,1.7059,20
23,0,1.1811,20
24,0,1.7003,21
23,0,1.4008,20
0,0,1.4311,0
24,0,1.4066,20
23,0,1.4683,20
24,0,1.9118,20
23,0,1.4817,19
23,0,1.3035,20
23,0,1.4256,19
23,0,2.0335,19
23,0,1.9644,19
23,0,2.4093,19
23,0,2.0598,19
23,0,2.4605,19
23,0,2.7607,19
23,0,2.9456,19
23,0,3.1365,19
23,0,3.6994,19
23,0,3.2768,19
23,0,3.3253,19
23,0,3.8593,19
23,0,3.0822,19
23,0,1.9864,19
23,0,1.8216,19
23,0,2.3234,19
23,0,2.1857,19
23,0,1.4855,19
23,0,1.8814,19
22,0,1.2219,19
22,0,1.2291,19
22,0,1.4504,19
0,0,1.222,0
22,0,1.0977,19
22,0,1.1212,18
22,0,1.2121,18
22,0,1.3581,19
22,0,1.589,18
22,0,1.7026,18
22,0,1.4339,18
22,0,1.2979,17
21,0,1.1625,17
21,0,1.3737,17
21,0,1.7101,17
21,0,1.5883,17
21,0,2.7236,17
22,0,1.0985,17
21,5,1.2548,17
21,12,1.7609,18
21,27,1.6103,18
22,60,1.6541,19
23,96,2.3508,21
24,137,1.8214,23
26,181,2.0098,25
27,225,2.4862,27
29,271,2.9,29
29,316,2.3218,31
30,360,2.1452,33
30,405,1.7968,34
30,448,2.6492,35
30,492,3.7228,37
30,533,2.6912,38
29,571,3.2058,38
28,608,3.5971,40
29,646,2.684,42
29,685,2.3363,44
29,716,1.8747,46
29,726,2.485,43
29,745,1.8928,43
29,819,2.1551,46
29,853,1.6588,46
29,745,2.6133,46
30,892,3.2795,47
30,917,2.9939,52
30,934,3.0046,57
30,963,3.2555,58
31,872,4.1857,59
31,1000,3.7261,60
31,992,4.3685,61
31,1016,3.831,59
31,1032,3.3952,58
31,1092,3.859,58
31,1098,3.6421,62
31,644,3.6253,55
31,1060,3.8634,53
31,1028,3.7426,55
31,1023,4.2791,54
31,1027,3.6477,55
31,955,3.4453,53
31,990,3.5854,55
31,962,3.799,55
31,922,3.9219,54
31,931,3.8129,51
30,562,4.1426,46
31,962,4.1871,50
31,879,3.7761,53
31,700,3.8923,51
31,746,4.495,49
31,800,4.7736,49
30,751,4.2829,49
31,690,4.8224,47
31,671,4.7535,46
30,636,4.2272,45
30,555,4.0015,44
30,664,4.4454,44
30,564,4.593,43
30,454,4.2373,40
30,531,3.9039,41
29,292,4.025,36
29,351,4.1101,35
29,282,3.8309,35
29,169,3.8754,33
29,186,3.6078,32
29,116,3.3441,31
28,110,2.8336,30
28,65,2.3754,29
28,31,2.2505,28
28,15,1.632,28
28,6,1.4815,27
27,0,1.4765,27
27,0,1.3751,26
27,0,1.932,26
27,0,1.9414,26
27,0,1.6638,26
27,0,2.2047,26
27,0,1.4656,25
27,0,1.3327,25
27,0,1.5023,25
27,0,1.1302,24
26,0,1.0479,24
26,0,1.1503,24
26,0,1.118,24
26,0,1.3406,23
25,0,0.79268,23
25,0,1.2468,23
25,0,1.4173,23
25,0,1.1669,22
25,0,1.2097,22
25,0,1.0368,22
25,0,1.0615,22
25,0,1.0041,22
25,0,1.0923,22
25,0,0.88327,22
25,0,0.5301,22
24,0,1.0831,21
24,0,1.313,20
24,0,0.8842,20
0,0,1.3378,0
23,0,0.72898,20
23,0,0.51277,19
23,0,0.72888,19
23,0,1.27,20
24,0,1.2401,20
24,0,0.91087,20
24,0,1.671,20
24,0,1.6837,20
23,0,1.4623,20
23,0,1.8652,19
23,0,1.8447,19
23,0,1.4379,19
23,0,0.93355,19
23,0,1.1826,19
23,0,1.3614,20
23,0,1.8315,20
23,0,1.2743,20
23,0,1.0353,21
23,0,0.78427,20
23,0,0.79773,20
23,0,0.86167,19
23,0,1.3774,19
23,0,1.3502,20
23,0,1.6417,20
22,0,1.5719,19
22,0,1.8601,19
22,0,1.1526,19
22,0,1.3336,19
22,0,1.0235,19
22,0,0.7684,20
22,0,0.87922,20
22,0,0.92212,19
22,0,0.86125,19
22,0,0.67032,19
22,0,0.51742,19
22,0,0.91287,19
22,0,0.58167,19
22,0,0.49643,18
22,0,0.75178,18
21,0,0.65833,18
21,0,0.56427,18
21,0,0.86047,17
21,0,0.82953,17
21,4,0.73832,17
21,12,0.53112,18
22,29,0.7784,18
22,52,0.74363,19
23,88,0.62347,21
25,135,0.68057,23
27,181,0.71808,26
29,222,0.86588,28
30,263,0.89445,31
31,307,0.97627,33
32,355,1.1446,35
32,401,0.91163,37
32,443,1.2092,39
33,486,1.4166,41
33,530,0.83542,43
32,567,0.98803,45
30,606,1.3334,47
29,640,2.0143,48
29,680,3.461,50
30,714,3.0091,52
30,744,2.8301,52
30,777,2.6185,53
30,825,2.7531,55
31,609,2.9331,56
31,796,3.5109,56
30,464,3.5922,47
31,975,5.4428,50
31,855,5.6335,54
30,1035,4.5862,52
31,706,5.5855,57
30,286,5.7142,46
30,276,5.5244,38
30,586,5.7986,36
31,982,6.0376,48
31,1071,5.5292,50
31,723,5.6678,50
31,964,5.7654,50
31,693,6.1094,41
31,454,5.4688,44
31,705,5.335,46
31,388,5.7745,45
30,250,6.0394,35
30,434,5.9127,35
29,222,5.9592,35
30,1076,5.5432,40
30,355,5.3082,40
30,379,5.7293,37
29,225,5.2158,33
30,858,5.2287,41
30,953,4.9298,45
30,432,4.9653,40
29,213,4.258,34
29,302,4.3494,36
29,255,4.9063,34
29,165,5.0089,32
29,218,5.4783,33
29,213,5.211,33
29,161,4.9441,32
29,156,4.2866,31
29,168,4.0999,32
29,404,4.3304,33
28,320,4.7797,33
29,354,4.8831,35
29,203,4.2611,34
29,178,3.8501,32
28,67,3.3383,30
28,147,3.783,30
28,131,3.0445,30
28,105,2.8689,30
28,62,3.0436,29
27,36,2.8567,28
27,18,3.7644,27
27,1,3.3786,26
27,0,3.0635,26
27,0,2.4466,26
27,0,2.1023,26
27,0,2.1513,25
27,0,2.3639,25
27,0,2.0717,25
26,0,1.7917,25
26,0,1.7673,25
26,0,1.8256,24
26,0,1.5533,24
26,0,1.5958,24
26,0,1.0849,23
25,0,1.0264,23
25,0,1.1588,23
25,0,0.96767,22
25,0,0.9437,22
25,0,0.93707,23
25,0,1.3316,23
25,0,2.1086,23
25,0,1.9253,22
24,0,1.8069,21
24,0,1.4994,21
24,0,1.1776,20
24,0,0.6316,20
23,0,1.2281,20
23,0,0.70652,20
23,0,0.57675,20
0,0,0.69152,0
23,0,1.6223,20
23,0,1.4575,19
23,0,1.8269,19
23,0,1.8712,19
23,0,1.9095,19
23,0,1.3359,19
23,0,1.3385,19
23,0,1.2503,19
23,0,1.129,20
23,0,1.2363,20
23,0,0.93377,20
23,0,1.0046,20
23,0,0.9251,20
23,0,0.89413,20
23,0,0.90268,20
23,0,0.75498,20
23,0,0.68282,19
22,0,1.2687,18
22,0,1.3876,18
22,0,1.2045,18
22,0,1.3957,18
22,0,1.1094,18
22,0,1.1546,18
21,0,0.92253,18
21,0,0.34547,17
21,0,0.73012,17
21,0,0.76185,17
21,0,0.86333,17
0,0,0.88717,0
21,0,0.98347,17
21,0,0.8687,17
21,0,0.52073,17
21,0,0.54918,17
21,0,0.64185,17
21,0,0.37627,17
21,0,0.62057,17
21,0,1.079,17
21,0,0.68618,17
21,0,0.98368,17
21,0,0.75348,17
21,0,0.47438,17
21,0,0.99323,17
21,0,0.95592,17
21,5,0.82342,17
21,13,0.71283,17
21,35,1.0832,18
21,48,0.99153,19
23,95,0.93957,20
25,134,0.92712,22
27,176,1.0505,24
28,221,0.86472,27
30,266,0.97022,30
31,312,1.1377,33
31,356,0.78718,36
33,400,0.95673,38
33,443,0.93425,40
33,486,1.7286,42
33,527,1.1283,44
32,567,1.7245,46
31,607,2.5644,47
30,642,3.0231,49
30,678,2.5436,50
30,710,3.0304,52
30,749,2.8358,54
31,777,3.224,54
31,808,4.1587,54
31,836,4.088,54
31,858,3.6254,54
31,877,3.5279,54
31,905,4.6175,55
32,926,4.3645,55
32,943,3.7756,57
32,962,3.7651,55
31,973,4.1483,53
31,987,3.9028,54
31,990,4.0963,55
31,998,4.0394,54
30,1005,4.265,52
31,1008,3.6256,54
31,1009,4.1977,56
31,1007,4.1153,55
31,1007,4.1832,54
31,999,4.2514,54
31,993,5.1614,54
31,983,4.996,55
32,965,5.4492,54
31,956,5.6078,55
31,971,5.3128,54
31,869,5.5074,53
32,914,5.8066,52
32,894,5.3555,52
32,914,5.6639,50
32,939,6.0349,51
31,686,5.4574,47
31,798,5.1154,45
31,660,5.1403,44
31,817,5.4566,45
31,799,5.4337,46
31,531,6.2081,44
31,707,5.2275,41
31,656,5.0391,43
30,592,4.5992,42
30,478,5.4546,40
30,438,4.6651,38
29,185,4.587,35
29,218,3.3229,34
29,338,3.639,33
29,331,3.2195,35
29,267,2.797,35
29,113,1.3521,33
28,50,2.0698,30
28,49,2.6555,29
28,26,1.5261,28
28,8,2.7441,27
28,0,1.8079,27
28,0,2.158,27
27,0,1.7622,27
27,0,1.9626,26
26,0,1.874,26
26,0,1.6133,25
26,0,1.6564,25
26,0,1.4502,25
26,0,1.2698,25
26,0,1.4648,25
26,0,1.4227,25
26,0,1.4393,25
26,0,1.6979,25
26,0,1.5007,25
25,0,1.3892,24
26,0,2.0489,24
25,0,2.0331,24
26,0,2.3611,25
26,0,2.291,24
26,0,2.259,25
26,0,2.1101,24
25,0,2.472,24
25,0,1.6161,24
25,0,1.8666,24
25,0,1.8737,24
25,0,2.002,24
25,0,1.3601,24
25,0,1.8758,24
25,0,1.0949,25
0,0,1.3776,0
26,0,1.3661,25
25,0,1.7499,25
25,0,1.4572,24
25,0,0.91263,24
25,0,1.3169,24
25,0,1.7771,24
25,0,1.4287,24
25,0,1.3462,23
25,0,1.5576,22
25,0,1.4074,23
25,0,1.3773,22
24,0,1.4709,22
24,0,1.3552,22
24,0,1.2475,21
24,0,1.3633,21
24,0,1.3021,21
24,0,1.5436,21
24,0,1.7999,21
23,0,1.6076,20
23,0,1.4149,20
23,0,1.373,20
23,0,1.2275,20
23,0,1.0586,20
23,0,1.3354,19
23,0,1.36,20
23,0,1.2063,20
23,0,1.5239,20
23,0,1.5742,20
0,0,1.6073,0
23,0,1.6078,21
23,0,1.6675,21
23,0,1.6751,20
23,0,1.5862,20
23,0,1.3834,20
23,0,1.3804,20
22,0,1.3074,19
22,0,1.0195,19
22,0,1.3035,19
22,0,1.0533,19
22,0,1.286,19
22,0,1.3324,19
22,0,0.96038,19
22,0,1.0069,19
22,6,0.7389,19
22,12,0.85447,19
22,32,1.1116,20
23,48,0.84147,20
24,97,0.63032,21
26,136,0.68005,23
28,177,0.77042,26
29,222,1.0871,29
30,267,1.0172,31
31,313,1.0987,33
32,359,1.3191,35
32,401,1.2488,38
33,448,0.68945,40
33,490,0.85853,42
33,530,2.0532,44
32,570,2.5776,46
30,607,2.2819,47
30,641,3.0005,49
30,676,3.3071,49
30,713,2.9072,51
30,738,2.6982,54
30,774,2.7548,54
30,803,3.2392,53
30,831,3.2812,52
30,859,3.1754,53
30,883,3.4193,53
30,905,3.4258,53
31,926,3.4484,56
30,940,3.2053,56
31,958,3.2725,56
30,973,2.96,55
30,985,3.7119,56
31,993,3.3893,57
31,1001,3.4862,55
31,1006,3.7945,56
31,1013,3.781,57
31,1015,3.4264,57
31,1013,4.2182,58
31,1010,3.1127,58
31,1004,2.95,57
31,995,3.7638,56
31,986,3.5137,56
31,974,3.3619,56
31,957,2.629,55
31,943,3.5612,55
31,925,3.6101,54
31,899,3.4181,56
31,878,3.7509,54
31,843,3.9281,53
31,822,2.7599,53
31,796,3.0207,53
31,766,2.9682,53
31,734,2.7782,50
31,700,3.0092,49
30,666,3.1032,47
30,631,2.5943,46
30,594,2.5708,45
30,553,2.3323,46
30,513,2.445,44
30,474,2.3405,43
30,425,2.1914,43
30,384,2.2521,40
30,339,1.9159,39
29,295,1.4104,38
29,249,1.4728,37
29,205,1.6717,35
29,165,1.4656,34
29,127,1.1803,32
28,89,1.3406,31
28,58,1.5348,29
27,33,0.95297,28
27,12,0.89573,26
27,2,0.92652,25
27,0,0.76982,24
26,0,0.77053,24
26,0,0.95355,24
26,0,0.84538,24
26,0,0.94223,24
26,0,0.77223,23
26,0,0.31168,23
26,0,0.24528,23
26,0,0.41403,23
26,0,0.99657,23
26,0,1.2695,23
26,0,1.1059,23
26,0,1.0076,24
26,0,0.54052,24
26,0,0.59542,25
26,0,0.5628,25
26,0,0.39872,25
26,0,0.41113,25
26,0,0.93745,25
26,0,1.1756,25
26,0,1.3688,25
26,0,0.88427,24
26,0,0.56618,23
26,0,0.69735,23
26,0,0.54843,23
26,0,0.32375,23
25,0,0.31608,23
0,0,0.39587,0
25,0,0.88458,23
25,0,0.61727,23
25,0,0.44282,23
25,0,0.31947,22
24,0,0.74668,22
24,0,0.43312,22
24,0,0.48602,22
24,0,0.22665,23
24,0,0.17293,23
24,0,0.52612,23
24,0,1.167,22
24,0,0.87698,22
24,0,0.16397,22
24,0,0.23355,22
24,0,0.29575,21
24,0,0.61375,21
24,0,1.1404,21
24,0,0.31588,21
24,0,0.57765,21
24,0,0.43807,21
24,0,0.43345,21
24,0,0.53432,21
24,0,0.71345,21
24,0,0.70488,21
23,0,0.61238,21
23,0,0.81675,21
23,0,0.73343,21
23,0,0.7284,20
0,0,0.51892,0
23,0,0.66213,20
23,0,0.6291,20
23,0,0.7515,20
23,0,0.5019,20
22,0,0.53535,20
22,0,0.79708,20
23,0,0.80308,20
22,0,0.66312,20
22,0,0.63883,20
22,0,0.11965,20
22,0,0.17838,20
22,0,0.35162,20
22,0,0.65753,19
22,0,0.34017,19
22,6,0.58135,19
22,15,0.63565,20
23,43,0.48445,20
23,69,0.58953,21
25,94,0.76048,23
27,132,0.84647,24
28,174,0.78652,25
29,216,0.57695,27
29,262,1.1838,30
30,307,0.88002,33
31,352,1.0785,36
32,396,1.0414,38
33,437,0.91318,41
34,481,0.95643,42
33,523,1.3478,45
32,563,1.0281,47
31,602,1.3862,48
31,651,1.853,50
30,686,1.6139,51
31,734,2.8434,53
31,775,3.1715,55
31,833,3.9356,57
0,0,3.8018,0
32,940,3.4677,64
32,965,3.0377,63
32,989,3.0501,63
32,943,2.6761,61
32,1001,2.5969,59
32,946,2.6937,55
31,950,3.1697,54
31,964,2.9216,55
31,975,3.5365,56
31,989,3.4616,58
31,998,3.1563,58
31,1004,3.335,58
32,1018,3.2568,60
32,1021,3.5582,60
31,1019,3.1583,57
32,1023,3.8083,59
32,1016,3.2538,57
32,1014,3.6296,58
32,1007,2.9188,59
32,1054,3.3052,56
32,960,3.8604,57
32,1016,3.2602,58
32,1024,3.2513,58
33,1106,4.2491,58
32,963,4.3107,57
33,945,4.0943,55
33,670,4.3575,53
32,614,3.9853,47
32,911,4.2365,51
33,847,4.6726,57
32,488,4.6759,51
32,723,4.4891,48
32,666,3.7033,47
32,625,4.364,46
31,590,4.1659,45
31,522,4.1549,43
31,490,4.2676,42
31,439,4.3311,41
30,389,3.9269,39
30,303,3.5603,37
30,296,4.2891,37
30,260,3.9282,35
29,214,4.1628,34
29,176,3.5854,33
29,116,3.1759,31
28,66,2.8356,30
28,49,3.2758,29
28,30,2.7953,28
28,11,3.4451,27
27,0,3.0513,27
27,0,2.8568,27
27,0,2.3787,26
27,0,2.6008,27
27,0,2.4797,27
27,0,1.973,26
27,0,1.3284,26
27,0,2.4169,25
27,0,1.5591,25
27,0,1.3204,25
27,0,1.673,25
26,0,1.5257,25
26,0,2.1578,25
26,0,2.1892,25
26,0,1.9471,25
26,0,1.6835,25
26,0,1.0314,25
26,0,1.3023,25
26,0,1.2785,25
26,0,1.1553,25
26,0,1.1548,24
26,0,1.3622,24
26,0,1.1543,24
26,0,1.6638,24
26,0,1.7328,24
26,0,1.3814,24
26,0,1.3911,23
25,0,1.4663,23
0,0,1.2749,0
25,0,1.3565,23
25,0,0.67308,23
25,0,0.35093,23
25,0,0.48898,24
26,0,0.33327,24
26,0,0.51087,24
26,0,0.7308,24
26,0,0.81412,24
25,0,1.4929,24
25,0,1.2975,24
25,0,1.048,24
25,0,0.56323,24
25,0,0.3818,24
25,0,0.9869,24
25,0,0.85578,24
25,0,0.8825,24
25,0,0.45467,24
25,0,0.51843,24
25,0,0.53028,24
25,0,0.98087,24
25,0,0.80833,24
25,0,0.65105,23
25,0,0.57145,23
25,0,0.57452,23
25,0,0.60668,23
25,0,0.85575,22
24,0,0.85197,22
24,0,0.75982,22
24,0,0.89132,22
24,0,0.51553,22
24,0,0.7708,23
24,0,0.75237,23
24,0,1.0141,23
24,0,1.4502,22
24,0,0.7849,23
24,0,0.58388,22
24,0,0.5427,22
24,0,0.76395,22
24,0,0.45937,22
24,0,0.5891,23
25,0,0.45365,23
25,0,0.54695,23
24,0,0.55735,23
24,6,0.33263,23
24,12,0.58132,23
24,22,0.29823,24
24,41,0.51463,25
25,49,0.81218,26
25,48,0.75477,26
25,51,0.35925,26
26,68,1.0094,27
26,148,0.98625,29
27,115,1.4056,30
27,128,1.2986,31
27,148,0.87922,31
28,165,1.6847,32
28,203,1.2481,34
29,242,1.3398,35
29,271,1.9769,37
29,309,1.7622,38
30,486,1.6222,41
30,506,1.6295,46
31,295,1.9663,45
30,244,1.3694,40
30,264,2.5096,39
29,327,2.9586,38
30,442,3.3711,41
30,372,3.506,42
30,231,3.4495,40
30,231,3.0406,39
